active,age,associationId,backhandStyle,birthCity,birthDate,careerPrizeMoney,coach,doublesCareerLosses,doublesCareerTitles,doublesCareerWins,doublesHighestRank,doublesHighestRankDate,doublesLossesYearToDate,doublesRank,doublesTitlesYearToDate,doublesWinsYearToDate,firstName,handedness,heightCm,heightFt,id,lastName,nationality,natlId,playerHeadshotUrl,residence,singlesCareerLosses,singlesCareerTitles,singlesCareerWins,singlesHighestRank,singlesHighestRankDate,singlesLossesYearToDate,singlesRank,singlesTitlesYearToDate,singlesWinsYearToDate,weightKg,weightLb,yearToDatePrizeMoney,yearTurnedPro
True,27,AG57,two-handed,Buenos Aires,1998-04-20T00:00:00.000Z,89256,Blengino,0,0,0,229,2025-04-14T00:00:00.000Z,0,263,0,0,Leonardo,left,175.0,"5'9""",e7f49ffc-185b-4d87-ae40-cdedd72a67f3,Aboian,Argentina,ARG,https://www.atptour.com/-/media/alias/player-headshot/AG57,,0,0,0,453,2022-09-19T00:00:00.000Z,0,701,0,0,73.0,162.0,7825,0
True,27,AG64,two-handed,NEW DELHI,1997-12-22T00:00:00.000Z,13017,,0,0,0,1185,2025-04-14T00:00:00.000Z,0,1237,0,0,Parth,right,170.0,"5'7""",3ab974fe-79ff-427c-ae14-3924ec88c087,Aggarwal,India,IND,https://www.atptour.com/-/media/alias/player-headshot/AG64,,0,0,0,1294,2024-12-02T00:00:00.000Z,0,1452,0,0,65.0,143.0,2068,0
True,26,B09P,,,1998-12-09T00:00:00.000Z,1670,,0,0,0,2420,2024-03-18T00:00:00.000Z,0,0,0,0,Amir Hossein,,,,5090a5a7-7af5-44f8-b83d-fefc177bad60,Badi,Iran,IRI,https://www.atptour.com/-/media/alias/player-headshot/B09P,,1,0,0,1921,2024-03-04T00:00:00.000Z,0,0,0,0,,,0,0
True,25,B0A0,two-handed,"Marzy, France",2000-06-08T00:00:00.000Z,70916,Bernard Jérôme ,0,0,0,471,2025-06-16T00:00:00.000Z,0,471,0,0,Maxence,right,183.0,"6'0""",a9a14f44-12af-4a9f-b0f1-6e74333afac4,Beauge,France,FRA,https://www.atptour.com/-/media/alias/player-headshot/B0A0,,0,0,0,635,2023-10-23T00:00:00.000Z,0,646,0,0,70.0,154.0,9018,0
True,24,B0A1,two-handed,Minsk ,2000-07-04T00:00:00.000Z,22697,,0,0,0,841,2021-08-09T00:00:00.000Z,0,1546,0,0,Martin,right,191.0,"6'3""",1a5b25ae-2a73-406b-afeb-8ce386414f4a,Borisiouk,Belarus,BLR,https://www.atptour.com/-/media/alias/player-headshot/B0A1,,0,0,0,736,2025-06-16T00:00:00.000Z,0,736,0,0,83.0,184.0,905,0
True,24,B0A2,two-handed,Pune,2000-08-04T00:00:00.000Z,51000,Jagdish banthia,1,0,0,161,2025-06-09T00:00:00.000Z,0,167,0,0,Siddhant,right,180.0,"5'11""",4bcd3030-40b4-40b5-b427-e3f775458477,Banthia,India,IND,https://www.atptour.com/-/media/alias/player-headshot/B0A2,,0,0,0,993,2024-07-01T00:00:00.000Z,0,1274,0,0,70.0,154.0,14959,0
True,27,B0AL,two-handed,London,1998-05-14T00:00:00.000Z,6155,Gunther Darkey,0,0,0,1104,2024-08-19T00:00:00.000Z,0,1503,0,0,Max,right,178.0,"5'10""",1b0439f7-8a17-4b12-ae6a-05ab19439604,Benaim,Great Britain,GBR,https://www.atptour.com/-/media/alias/player-headshot/B0AL,,0,0,0,1676,2024-07-01T00:00:00.000Z,0,1720,0,0,76.0,167.0,527,0
True,27,B0AM,two-handed,Casalmaggiore,1997-11-29T00:00:00.000Z,58759,Cristian Fava,0,0,0,586,2021-12-13T00:00:00.000Z,0,1517,0,0,Lorenzo,right,180.0,"5'11""",08659272-e225-4429-a529-d58b9ea5c5bd,Bocchi,Italy,ITA,https://www.atptour.com/-/media/alias/player-headshot/B0AM,,0,0,0,605,2023-07-17T00:00:00.000Z,0,779,0,0,78.0,171.0,1671,0
True,25,B0AT,,,1999-11-20T00:00:00.000Z,223,,0,0,0,0,,0,0,0,0,Eugeni,,,,b530c7e2-b8dd-4839-9cdc-1b76eb139867,Bernad Gutierrez,Spain,ESP,https://www.atptour.com/-/media/alias/player-headshot/B0AT,,0,0,0,0,,0,0,0,0,,,97,0
True,25,B0B8,,Madrid,2000-02-28T00:00:00.000Z,8118,Luis Zapata,0,0,0,1356,2023-06-12T00:00:00.000Z,0,2370,0,0,Ignacio,right,183.0,"6'0""",c6deb95b-42f8-45dc-b390-0ff587f6a7c3,Benzal Alia,Spain,ESP,https://www.atptour.com/-/media/alias/player-headshot/B0B8,,0,0,0,1429,2023-03-20T00:00:00.000Z,0,0,0,0,80.0,176.0,0,0
True,24,B0BI,two-handed,"Buenos Aires, Argentina",2000-12-28T00:00:00.000Z,5425989,Sebastian Gutierrez,35,0,10,189,2024-07-29T00:00:00.000Z,6,292,0,1,Sebastian,right,170.0,"5'7""",b587d568-c54d-4a68-a266-9b9660c45b65,Baez,Argentina,ARG,https://www.atptour.com/-/media/alias/player-headshot/B0BI,,100,7,104,18,2024-06-24T00:00:00.000Z,13,39,1,13,70.0,154.0,1047377,2018
True,26,B0BJ,two-handed,Lisboa,1998-12-06T00:00:00.000Z,16857,,0,0,0,1800,2020-02-10T00:00:00.000Z,0,1898,0,0,Daniel,right,183.0,"6'0""",463a8d17-c3ce-440c-bcdb-5ea945b9b682,Batista,Portugal,POR,https://www.atptour.com/-/media/alias/player-headshot/B0BJ,,0,0,0,915,2018-08-20T00:00:00.000Z,0,1753,0,0,73.0,162.0,2333,0
True,25,B0BK,two-handed,Donetsk,1999-08-29T00:00:00.000Z,44249,Tseplyaev Yevhen,0,0,0,650,2024-02-26T00:00:00.000Z,0,894,0,0,Aleksandr,right,201.0,"6'7""",845a45c2-f6e3-4f65-9f71-c2facefb61df,Braynin,Ukraine,UKR,https://www.atptour.com/-/media/alias/player-headshot/B0BK,,0,0,0,664,2025-05-19T00:00:00.000Z,0,671,0,0,85.0,187.0,2664,0
True,25,B0BU,two-handed,La Reunion,1999-06-16T00:00:00.000Z,72703,Julien Gillet,0,0,0,419,2025-04-07T00:00:00.000Z,0,498,0,0,Florent,right,185.0,"6'1""",36bdbce7-6018-4939-8cd1-d71bcd445bd0,Bax,France,FRA,https://www.atptour.com/-/media/alias/player-headshot/B0BU,,0,0,0,368,2025-06-09T00:00:00.000Z,0,369,0,0,78.0,171.0,17365,0
True,25,B0BZ,two-handed,Fontainebleau,1999-09-20T00:00:00.000Z,20577,,0,0,0,680,2025-04-21T00:00:00.000Z,0,702,0,0,Maxence,right,183.0,"6'0""",78e4622a-1bb0-4c2c-873d-5b4bf026f76b,Bertimon,France,FRA,https://www.atptour.com/-/media/alias/player-headshot/B0BZ,,0,0,0,787,2024-11-25T00:00:00.000Z,0,805,0,0,83.0,182.0,3933,0
True,25,B0C0,two-handed,Constanta,1999-07-11T00:00:00.000Z,87004,,1,0,0,521,2023-07-17T00:00:00.000Z,1,604,0,0,Gabi Adrian,right,185.0,"6'1""",6d193525-1c83-4ee0-a3b7-8eb3bfb7bebc,Boitan,Romania,ROU,https://www.atptour.com/-/media/alias/player-headshot/B0C0,,2,0,2,328,2024-08-12T00:00:00.000Z,0,358,0,0,82.0,180.0,15691,0
True,26,B0C3,two-handed,Verviers,1999-05-18T00:00:00.000Z,64075,Arnaud Fontaine - Henri Jacquemin,0,0,0,476,2024-08-12T00:00:00.000Z,0,716,0,0,Simon,right,178.0,"5'10""",dec67b12-7a04-48ea-b855-8fa847dd5bdb,Beaupain,Belgium,BEL,https://www.atptour.com/-/media/alias/player-headshot/B0C3,,0,0,0,504,2022-11-14T00:00:00.000Z,0,963,0,0,76.0,167.0,156,0
True,25,B0C4,two-handed,Fontainebleau,1999-09-20T00:00:00.000Z,7180,,0,0,0,859,2025-03-17T00:00:00.000Z,0,902,0,0,Charles,right,183.0,"6'0""",ea76dba6-49f3-4539-9f56-bf2bbb1a413d,Bertimon,France,FRA,https://www.atptour.com/-/media/alias/player-headshot/B0C4,,0,0,0,1188,2025-04-21T00:00:00.000Z,0,1198,0,0,88.0,193.0,2954,0
True,27,B0C5,,Koblenz,1998-01-01T00:00:00.000Z,40887,,0,0,0,479,2024-09-09T00:00:00.000Z,0,908,0,0,Florian,right,175.0,"5'9""",6b839288-62bd-447b-82f5-4bb7ea79c5af,Broska,Germany,GER,https://www.atptour.com/-/media/alias/player-headshot/B0C5,,0,0,0,503,2025-03-17T00:00:00.000Z,0,542,0,0,75.0,165.0,9731,0
True,25,B0C7,,Singapore,2000-05-26T00:00:00.000Z,23830,,2,0,1,403,2017-12-11T00:00:00.000Z,0,2267,0,0,Justin,right,178.0,"5'10""",d11ee912-de4d-4631-a5cc-602e8f9757ff,Barki,Indonesia,INA,https://www.atptour.com/-/media/alias/player-headshot/B0C7,,1,0,1,657,2023-10-23T00:00:00.000Z,0,1047,0,0,70.0,154.0,96,0
True,27,B0CC,,,1997-10-19T00:00:00.000Z,6080,,0,0,0,1914,2019-08-12T00:00:00.000Z,0,0,0,0,Marcell,,,,dafbf941-c004-4d4b-8ca7-0c6ee809bb1a,Bartakovics,Hungary,HUN,https://www.atptour.com/-/media/alias/player-headshot/B0CC,,0,0,0,1277,2018-10-01T00:00:00.000Z,0,2083,0,0,,,156,0
True,24,B0CD,two-handed,"Sacramento, CA, USA",2000-10-26T00:00:00.000Z,2486315,"Rhyne Williams, Eric Nunez",2,0,0,1403,2019-11-18T00:00:00.000Z,2,0,0,0,Jenson,right,193.0,"6'4""",98f09b28-5464-4b8b-ac4e-83a47d554522,Brooksby,United States,USA,https://www.atptour.com/-/media/alias/player-headshot/B0CD,,38,1,53,33,2022-06-13T00:00:00.000Z,5,149,1,8,86.0,190.0,450546,2021
True,24,B0CI,two-handed,kaduna,2000-11-24T00:00:00.000Z,11989,"Cesar Andrade, Vlad Margalitadze",0,0,0,1321,2024-11-11T00:00:00.000Z,0,1856,0,0,Christopher,right,183.0,"6'0""",c5f1540e-7d3e-47b9-857b-5cb903125a74,Bulus,Nigeria,NGR,https://www.atptour.com/-/media/alias/player-headshot/B0CI,,1,0,1,935,2024-09-30T00:00:00.000Z,1,1081,0,1,88.0,194.0,0,0
True,23,B0D6,two-handed,"Rabat, Morocco",2001-07-19T00:00:00.000Z,55014,Vincent Millot ,1,0,0,506,2024-07-15T00:00:00.000Z,1,600,0,0,Taha,right,183.0,"6'0""",9bdc1ad4-f5b5-44cf-9f05-4402579a846e,Baadi,Morocco,MAR,https://www.atptour.com/-/media/alias/player-headshot/B0D6,,1,0,1,666,2025-05-19T00:00:00.000Z,1,757,0,1,74.0,164.0,13781,0
True,26,B0D8,two-handed,"Rancho Santa Fe, CA, USA",1998-11-30T00:00:00.000Z,40042,"Scott Kintz, Michael Woodson, John Chanfreau",0,0,0,870,2022-06-20T00:00:00.000Z,0,0,0,0,Jacob,right,180.0,"5'11""",9f33530a-367e-49ab-b17c-1774eabacbe9,Brumm,United States,USA,https://www.atptour.com/-/media/alias/player-headshot/B0D8,,0,0,0,607,2025-05-19T00:00:00.000Z,0,613,0,0,73.0,162.0,6467,0
True,23,B0DA,two-handed,Strasbourg,2002-01-30T00:00:00.000Z,23487,Tarik Benhabiles,0,0,0,338,2022-09-19T00:00:00.000Z,0,1687,0,0,Martin,right,185.0,"6'1""",2d500016-0dd4-4a64-99b8-32a8df2e53b4,Breysach,France,FRA,https://www.atptour.com/-/media/alias/player-headshot/B0DA,,0,0,0,729,2022-08-01T00:00:00.000Z,0,0,0,0,82.0,180.0,0,0
True,24,B0DJ,two-handed,Severodonetsk,2001-05-07T00:00:00.000Z,41184,Andrey Gorban ,2,0,3,429,2025-03-17T00:00:00.000Z,0,543,0,0,Illya,right,183.0,"6'0""",a6e922a3-4521-446a-b5a5-3746d2c9321f,Beloborodko,Ukraine,UKR,https://www.atptour.com/-/media/alias/player-headshot/B0DJ,,1,0,0,652,2022-08-29T00:00:00.000Z,0,1036,0,0,78.0,173.0,2295,0
True,27,B0DQ,,,1998-01-14T00:00:00.000Z,17869,,0,0,0,1708,2024-11-04T00:00:00.000Z,0,1723,0,0,Samuel,left,,,ff4efafd-97c9-4b42-acf0-5841df02aad2,Brosset,France,FRA,https://www.atptour.com/-/media/alias/player-headshot/B0DQ,,0,0,0,748,2018-12-17T00:00:00.000Z,0,1318,0,0,,,535,0
True,24,B0E4,two-handed,Quito,2000-12-14T00:00:00.000Z,39924,"Patricio Arnold, Luiz Peniza",0,0,0,310,2025-06-16T00:00:00.000Z,0,310,0,0,Mateo,left,178.0,"5'10""",35e4058c-f561-47bd-8073-05facb55c2dc,Barreiros Reyes,Brazil,BRA,https://www.atptour.com/-/media/alias/player-headshot/B0E4,,0,0,0,595,2024-07-29T00:00:00.000Z,0,738,0,0,75.0,165.0,9459,0
True,24,B0E5,,,2001-05-22T00:00:00.000Z,2655,,0,0,0,2083,2023-07-17T00:00:00.000Z,0,0,0,0,Jasel Alfredo,,,,356de9fd-0d05-4d0f-acd8-57626865a76d,Beltre Rosario,Dominican Republic,DOM,https://www.atptour.com/-/media/alias/player-headshot/B0E5,,0,0,0,0,,0,0,0,0,,,0,0
True,25,B0ED,,,2000-05-03T00:00:00.000Z,2382,,0,0,0,1564,2024-06-24T00:00:00.000Z,0,1566,0,0,Facundo,,,,32d88317-36cb-49d0-94ea-e655fb8aef5b,Bermejo,Argentina,ARG,https://www.atptour.com/-/media/alias/player-headshot/B0ED,,0,0,0,1794,2024-05-20T00:00:00.000Z,0,0,0,0,,,564,0
True,24,B0EI,,,2000-11-07T00:00:00.000Z,5868,,0,0,0,1767,2023-11-13T00:00:00.000Z,0,0,0,0,Santiago,,,,a8a7b95f-2b36-4bbb-8a72-08c990786000,Bramajo,Argentina,ARG,https://www.atptour.com/-/media/alias/player-headshot/B0EI,,0,0,0,1221,2022-11-14T00:00:00.000Z,0,1769,0,0,,,0,0
True,24,B0EJ,two-handed,Altadena,2001-04-21T00:00:00.000Z,538508,"Alejandro Fabbri, Marcelo Filippini",3,0,2,198,2024-09-23T00:00:00.000Z,2,247,0,0,Tristan,right,188.0,"6'2""",36a8c599-328a-4275-b0fc-0527916755ea,Boyer,United States,USA,https://www.atptour.com/-/media/alias/player-headshot/B0EJ,,4,0,2,109,2025-02-17T00:00:00.000Z,4,117,0,2,84.0,185.0,265628,0
True,25,B0EK,two-handed,Gold Coast,1999-07-13T00:00:00.000Z,82748,Mitch Walden,1,0,0,979,2024-12-09T00:00:00.000Z,0,1068,0,0,Moerani,right,180.0,"5'11""",5acd5b61-91b8-4dc6-9e57-021177f89c61,Bouzige,Australia,AUS,https://www.atptour.com/-/media/alias/player-headshot/B0EK,,0,0,0,369,2025-05-26T00:00:00.000Z,0,378,0,0,80.0,176.0,26345,0
True,24,B0EN,,,2001-02-21T00:00:00.000Z,3903,,0,0,0,1243,2024-07-01T00:00:00.000Z,0,2459,0,0,Jacob,,,,c381dcca-36d5-408b-b96a-9787b8165886,Bullard,United States,USA,https://www.atptour.com/-/media/alias/player-headshot/B0EN,,0,0,0,1471,2019-09-23T00:00:00.000Z,0,1769,0,0,,,0,0
True,24,B0ER,two-handed,Lons le saunier ,2000-12-25T00:00:00.000Z,157200,"Sébastien Boltz , Pierre Yves Vuignier, Thierry Kvartskhava",0,0,0,249,2023-02-13T00:00:00.000Z,0,636,0,0,Arthur,right,188.0,"6'2""",61993815-74e3-4c5d-bbb7-105d8be3646d,Bouquier,France,FRA,https://www.atptour.com/-/media/alias/player-headshot/B0ER,,0,0,0,189,2025-03-31T00:00:00.000Z,0,210,0,0,86.0,189.0,79110,0
True,24,B0EZ,two-handed,Santiago,2000-09-25T00:00:00.000Z,24884,"Juan Carlos Becerra, Aldo Alvarez",0,0,0,692,2025-06-16T00:00:00.000Z,0,692,0,0,Ignacio Antonio,right,170.0,"5'7""",9b140670-fb8b-4a67-88c2-29d752492d9b,Becerra Otarola,Chile,CHI,https://www.atptour.com/-/media/alias/player-headshot/B0EZ,,0,0,0,729,2024-06-24T00:00:00.000Z,0,1200,0,0,73.0,160.0,2466,0
True,23,B0F0,two-handed,Kolin,2001-07-26T00:00:00.000Z,60958,Jan Satral ,0,0,0,171,2025-06-16T00:00:00.000Z,0,171,0,0,Jiri,right,183.0,"6'0""",f0a8fc7d-b4d9-4767-a60c-f9186383c0dd,Barnat,Czechia,CZE,https://www.atptour.com/-/media/alias/player-headshot/B0F0,,0,0,0,578,2023-08-28T00:00:00.000Z,0,1547,0,0,78.0,171.0,10784,0
True,23,B0F8,single-handed,Hilton Head Island,2001-10-20T00:00:00.000Z,57937,Yves Boulais & Patricia Hy,0,0,0,382,2024-10-21T00:00:00.000Z,0,401,0,0,Justin,left,183.0,"6'0""",8c412bd2-68d8-4fb0-879e-b910d476e5bc,Boulais,Canada,CAN,https://www.atptour.com/-/media/alias/player-headshot/B0F8,,0,0,0,483,2023-08-07T00:00:00.000Z,0,746,0,0,77.0,170.0,7862,0
True,22,B0FA,,,2002-11-22T00:00:00.000Z,1566,,0,0,0,1813,2022-08-15T00:00:00.000Z,0,0,0,0,Thomas George,,,,a1174d72-cc4c-4abc-a56f-7c1f32172777,Brun,Switzerland,SUI,https://www.atptour.com/-/media/alias/player-headshot/B0FA,,0,0,0,0,,0,0,0,0,,,156,0
True,24,B0FD,,,2001-03-24T00:00:00.000Z,2702,,0,0,0,2163,2022-08-15T00:00:00.000Z,0,0,0,0,Sami,,,,1d244339-fa2a-43ef-9fc4-debcdb383237,Ben Abdennibi,Morocco,MAR,https://www.atptour.com/-/media/alias/player-headshot/B0FD,,0,0,0,1944,2025-05-19T00:00:00.000Z,0,1968,0,0,,,0,0
True,22,B0FI,two-handed,"Joinville, Brazil",2003-01-28T00:00:00.000Z,124236,,0,0,0,174,2023-11-27T00:00:00.000Z,0,569,0,0,Pedro,right,180.0,"5'11""",b285bf36-4f07-465f-8488-7cc3947aab41,Boscardin Dias,Brazil,BRA,https://www.atptour.com/-/media/alias/player-headshot/B0FI,,0,0,0,293,2022-08-22T00:00:00.000Z,0,390,0,0,75.0,165.0,23880,0
True,27,B0FN,,,1997-11-15T00:00:00.000Z,528,,0,0,0,0,,0,0,0,0,Ismael,,,,331865b8-7a1d-4c74-be82-198ad430a4ca,Batista Mascorro,Mexico,MEX,https://www.atptour.com/-/media/alias/player-headshot/B0FN,,0,0,0,0,,0,0,0,0,,,0,0
True,24,B0FP,two-handed,Montreal,2000-09-17T00:00:00.000Z,5640,,0,0,0,1555,2020-01-06T00:00:00.000Z,0,0,0,0,Razvan,right,180.0,"5'11""",4e6ac19a-6407-4a74-8397-08277a1268c7,Baiant,Canada,CAN,https://www.atptour.com/-/media/alias/player-headshot/B0FP,,0,0,0,1550,2022-08-15T00:00:00.000Z,0,0,0,0,75.0,165.0,0,0
True,23,B0FV,two-handed,"Buenos Aires, Argentina",2002-01-23T00:00:00.000Z,590043,Leonardo Mayer,3,0,0,191,2022-10-03T00:00:00.000Z,2,0,0,0,Roman Andres,right,183.0,"6'0""",261feb36-c38d-4d33-b193-5bf45ca08836,Burruchaga,Argentina,ARG,https://www.atptour.com/-/media/alias/player-headshot/B0FV,,6,0,2,117,2025-05-19T00:00:00.000Z,3,131,0,1,80.0,176.0,178268,0
True,24,B0G4,two-handed,Brescia,2000-11-25T00:00:00.000Z,29146,,0,0,0,713,2023-05-29T00:00:00.000Z,0,1124,0,0,Gabriele,right,,"0'0""",d687bea6-9573-43e8-9290-1298c1fa076e,Bosio,Italy,ITA,https://www.atptour.com/-/media/alias/player-headshot/B0G4,,0,0,0,846,2024-08-26T00:00:00.000Z,0,1099,0,0,80.0,176.0,1020,0
True,23,B0G6,two-handed,Omaha,2001-08-23T00:00:00.000Z,40542,Ralph Brown,0,0,0,615,2023-05-22T00:00:00.000Z,0,1344,0,0,Preston,left,198.0,"6'6""",274695b7-ce28-43be-a29f-3ffaf1ef224a,Brown,United States,USA,https://www.atptour.com/-/media/alias/player-headshot/B0G6,,0,0,0,817,2024-12-02T00:00:00.000Z,0,1012,0,0,82.0,180.0,3030,0
True,27,B0G9,two-handed,Rimini,1998-05-05T00:00:00.000Z,9621,,0,0,0,1675,2025-06-16T00:00:00.000Z,0,1675,0,0,Alberto,right,,"0'0""",081c8cfd-3d2f-4b7f-bc27-c8dccbd00717,Bronzetti,Italy,ITA,https://www.atptour.com/-/media/alias/player-headshot/B0G9,,0,0,0,938,2025-04-14T00:00:00.000Z,0,983,0,0,72.0,158.0,3508,0
True,24,B0GG,two-handed,Busto Arsizio,2001-06-01T00:00:00.000Z,1272982,"Fabio Chiappini, Paolo Moretti",4,0,2,321,2024-06-17T00:00:00.000Z,4,429,0,2,Mattia,left,175.0,"5'9""",3f4bf075-63b1-4261-a1cc-46e9759d6637,Bellucci,Italy,ITA,https://www.atptour.com/-/media/alias/player-headshot/B0GG,,18,0,12,66,2025-04-07T00:00:00.000Z,9,72,0,6,77.0,169.0,458361,0
True,23,B0GI,two-handed,"Lecco, Italy",2001-09-22T00:00:00.000Z,48601,Jens Brauwers,0,0,0,602,2025-06-16T00:00:00.000Z,0,602,0,0,Alexandr,right,180.0,"5'11""",3a4397a7-9125-4873-b987-9db003d994f1,Binda,Italy,ITA,https://www.atptour.com/-/media/alias/player-headshot/B0GI,,0,0,0,420,2025-06-09T00:00:00.000Z,0,421,0,0,68.0,151.0,14320,0
True,21,B0GR,two-handed,"Trujillo, Peru",2004-04-03T00:00:00.000Z,127282,"Luis Horna, Patricio Reynoso",0,0,0,406,2024-07-29T00:00:00.000Z,0,1002,0,0,Gonzalo,right,173.0,"5'8""",10569412-1673-4227-bdd6-abcc3ced7cb3,Bueno,Peru,PER,https://www.atptour.com/-/media/alias/player-headshot/B0GR,,2,0,2,236,2024-09-23T00:00:00.000Z,0,310,0,1,73.0,160.0,24390,0
True,22,B0GY,two-handed,Buenos Aires,2002-10-10T00:00:00.000Z,76018,Max Barrena,0,0,0,617,2022-08-22T00:00:00.000Z,0,1324,0,0,Alex,right,175.0,"5'9""",6df9c2b2-dbdd-4339-b481-a593c1ea660c,Barrena,Argentina,ARG,https://www.atptour.com/-/media/alias/player-headshot/B0GY,,0,0,0,326,2025-06-16T00:00:00.000Z,0,326,0,0,68.0,149.0,12148,0
True,24,B0H5,two-handed,,2000-12-15T00:00:00.000Z,1610,,0,0,0,0,,0,0,0,0,Abdoulaziz,right,,,75c52a02-c870-4550-a65e-5a7352945f39,Bationo,Ivory Coast,CIV,https://www.atptour.com/-/media/alias/player-headshot/B0H5,,0,0,0,0,,0,0,0,0,,,790,0
True,28,B0H6,two-handed,"Baltimore, MD, USA",1996-09-10T00:00:00.000Z,5785,"Ross Coleman, Genaro DeLeon, Mike Edison",0,0,0,1242,2024-10-21T00:00:00.000Z,0,1376,0,0,Henry,left,183.0,"6'0""",2f71f1a0-f7cc-45a1-9a34-4bfc1a732462,Barrett,United States,USA,https://www.atptour.com/-/media/alias/player-headshot/B0H6,,0,0,0,0,,0,0,0,0,70.0,155.0,841,2023
True,27,B0H9,two-handed,Monnetier ,1998-04-08T00:00:00.000Z,8096,Jeremy Corbiere ,0,0,0,1324,2025-05-19T00:00:00.000Z,0,1338,0,0,Antoine,right,180.0,"5'11""",6e36617f-d304-4e2f-95e6-fa6a4590b043,Berger,France,FRA,https://www.atptour.com/-/media/alias/player-headshot/B0H9,,0,0,0,1183,2025-05-19T00:00:00.000Z,0,1190,0,0,78.0,173.0,523,0
True,22,B0HA,two-handed,Ravenna,2003-02-13T00:00:00.000Z,16981,Giorgio Galimberti ,0,0,0,1762,2023-08-21T00:00:00.000Z,0,0,0,0,Daniel,right,178.0,"5'10""",a82736ba-494e-4d8f-88c7-d73554347dfb,Bagnolini,Italy,ITA,https://www.atptour.com/-/media/alias/player-headshot/B0HA,,0,0,0,873,2024-05-06T00:00:00.000Z,0,2083,0,0,72.0,158.0,692,0
True,23,B0HD,,,2001-10-13T00:00:00.000Z,17540,,0,0,0,607,2024-04-08T00:00:00.000Z,0,975,0,0,Nikola,,,,614fb964-cb34-4af9-8c15-b6f7e5c82efc,Basic,Croatia,CRO,https://www.atptour.com/-/media/alias/player-headshot/B0HD,,0,0,0,866,2025-06-09T00:00:00.000Z,0,868,0,0,,,3714,0
True,23,B0HF,two-handed,Caracas,2002-04-18T00:00:00.000Z,57798,Equelite Ferrero Academy ,0,0,0,505,2025-03-31T00:00:00.000Z,0,524,0,0,Diego Augusto,left,183.0,"6'0""",2484f24a-f179-489c-888e-f8cec03d4328,Barreto Sanchez,Spain,ESP,https://www.atptour.com/-/media/alias/player-headshot/B0HF,,0,0,0,546,2024-07-15T00:00:00.000Z,0,708,0,0,83.0,182.0,6648,0
True,22,B0HO,two-handed,Monte grande ,2003-03-25T00:00:00.000Z,2632,,0,0,0,2151,2025-05-26T00:00:00.000Z,0,2159,0,0,Mateo,right,185.0,"6'1""",10e106e0-35ab-4a32-8c8d-fdc4d270cd79,Berta,Argentina,ARG,https://www.atptour.com/-/media/alias/player-headshot/B0HO,,0,0,0,0,,0,0,0,0,85.0,187.0,0,0
True,24,B0HX,two-handed,Frankfurt am Main,2001-04-07T00:00:00.000Z,6674,Željko Barun,0,0,0,929,2022-08-08T00:00:00.000Z,0,0,0,0,Bozo,right,185.0,"6'1""",5f074cd4-209a-422d-8c35-9b22154967ae,Barun,Croatia,CRO,https://www.atptour.com/-/media/alias/player-headshot/B0HX,,0,0,0,1216,2022-04-11T00:00:00.000Z,0,0,0,0,80.0,176.0,0,0
True,24,B0HY,,Wanganui,2000-10-29T00:00:00.000Z,24305,,0,0,0,929,2025-01-27T00:00:00.000Z,0,1018,0,0,Isaac,right,180.0,"5'11""",cead176a-0067-482c-8f66-12b8b9e6a1ea,Becroft,New Zealand,NZL,https://www.atptour.com/-/media/alias/player-headshot/B0HY,,3,0,0,845,2023-11-06T00:00:00.000Z,1,1022,0,0,75.0,165.0,7295,0
True,26,B0HZ,two-handed,,1999-01-10T00:00:00.000Z,1742,,0,0,0,2205,2020-01-06T00:00:00.000Z,0,2502,0,0,Diego,right,,,219d1969-d2a0-42a3-becd-fab759c50702,Bustamante,Mexico,MEX,https://www.atptour.com/-/media/alias/player-headshot/B0HZ,,0,0,0,0,,0,0,0,0,,,756,0
True,21,B0I0,two-handed,Salem,2003-08-13T00:00:00.000Z,23892,Stanford Boster,0,0,0,898,2024-10-21T00:00:00.000Z,0,943,0,0,Alexander,left,175.0,"5'9""",33b3e3d6-f518-4e6d-9300-c2259823b36f,Bernard,United States,USA,https://www.atptour.com/-/media/alias/player-headshot/B0I0,,0,0,0,586,2022-12-05T00:00:00.000Z,0,853,0,0,73.0,160.0,0,0
True,23,B0I5,two-handed,Miami,2001-11-26T00:00:00.000Z,60513,Melville Spence,4,0,0,1211,2022-08-08T00:00:00.000Z,0,0,0,0,Blaise,right,191.0,"6'3""",e90d6340-93af-4839-a136-f3addc650ef3,Bicknell,Jamaica,JAM,https://www.atptour.com/-/media/alias/player-headshot/B0I5,,4,0,7,306,2024-05-27T00:00:00.000Z,1,1026,0,1,82.0,180.0,5215,0
True,21,B0I6,,Morristown,2003-10-02T00:00:00.000Z,42570,,0,0,0,1417,2023-11-27T00:00:00.000Z,0,1794,0,0,Samir,right,188.0,"6'2""",c5af667b-4e65-4836-9815-31e9a5604fb8,Banerjee,United States,USA,https://www.atptour.com/-/media/alias/player-headshot/B0I6,,0,0,0,580,2025-01-27T00:00:00.000Z,0,628,0,0,77.0,170.0,2701,0
True,23,B0I7,,,2001-09-27T00:00:00.000Z,2069,,0,0,0,1907,2020-01-06T00:00:00.000Z,0,0,0,0,Connor,,,,21a01a43-6860-47e4-be5e-39ece6a2d4c8,Bruce,United States,USA,https://www.atptour.com/-/media/alias/player-headshot/B0I7,,0,0,0,1653,2025-05-19T00:00:00.000Z,0,1663,0,0,,,0,0
